customer_id,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment
18144,2011-12-02 12:46:00,12,2888.750000000001,8,4,4,4,Champions
15922,2010-12-01 13:51:00,1,369.50000000000006,373,1,1,2,Lost
14594,2011-12-02 13:28:00,2,379.82999999999987,7,4,2,2,New / Promising
15165,2010-12-01 14:03:00,1,487.75,373,1,1,2,Lost
14911,2011-12-08 15:54:00,201,143825.05999999944,1,4,4,4,Champions
16456,2011-09-01 13:50:00,5,2158.3700000000003,99,2,3,4,Loyal Customers
17346,2011-12-06 12:18:00,15,2676.559999999999,4,4,4,4,Champions
17643,2010-12-01 14:38:00,1,101.55000000000001,373,1,1,1,Lost
17841,2011-12-08 12:07:00,124,40991.57000000008,2,4,4,4,Champions
17873,2011-09-20 16:41:00,5,1859.1600000000005,80,2,3,4,Loyal Customers
13093,2011-03-09 12:14:00,8,7832.469999999998,276,1,4,4,At Risk
12921,2011-11-30 16:22:00,37,16587.09000000002,9,4,4,4,Champions
13468,2011-12-08 10:39:00,37,5704.970000000001,2,4,4,4,Champions
17760,2011-11-18 10:56:00,2,287.59,22,3,2,1,New / Promising
16928,2011-09-20 15:10:00,17,2847.599999999998,80,2,4,4,Loyal Customers
16048,2010-12-01 15:28:00,2,256.44000000000005,373,1,2,1,Lost
16274,2010-12-01 15:35:00,1,357.94999999999993,373,1,1,2,Lost
14496,2011-02-01 09:01:00,2,538.8100000000001,312,1,2,2,Lost
14696,2011-12-05 13:43:00,7,2078.95,4,4,4,4,Champions
16539,2011-12-07 08:41:00,4,1388.81,3,4,3,3,Champions
17025,2011-10-10 09:06:00,3,357.77,61,2,3,2,Loyal Customers
13777,2011-12-09 12:25:00,33,25977.15999999998,1,4,4,4,Champions
17690,2011-11-09 15:17:00,15,4757.950000000001,30,3,4,4,Champions
12947,2011-07-19 10:06:00,6,1603.9900000000002,144,1,4,3,At Risk
17460,2011-09-06 15:04:00,6,622.4299999999998,94,2,4,2,Loyal Customers
18229,2011-11-28 09:48:00,20,7276.900000000001,12,4,4,4,Champions
14142,2010-12-01 16:33:00,1,311.81000000000006,373,1,1,2,Lost
17069,2011-11-11 17:13:00,9,2709.7000000000007,28,3,4,4,Champions
13065,2010-12-01 16:52:00,1,205.85999999999999,373,1,1,1,Lost
14606,2011-12-08 19:28:00,93,12156.65000000007,1,4,4,4,Champions
16835,2011-08-03 13:50:00,2,180.85000000000002,128,2,2,1,Needs Attention
15235,2011-05-06 09:44:00,12,2247.5099999999998,218,1,4,4,At Risk
13576,2011-11-29 15:34:00,18,6717.340000000001,10,4,4,4,Champions
18011,2010-12-01 17:35:00,1,102.79,373,1,1,1,Lost
13090,2011-12-01 12:39:00,14,8910.82,9,4,4,4,Champions
15694,2011-12-09 09:44:00,14,6479.399999999998,1,4,4,4,Champions
14741,2011-11-28 08:48:00,6,1400.3400000000004,12,4,4,3,Champions
13715,2011-03-03 19:21:00,5,1079.3399999999997,281,1,3,3,At Risk
17732,2010-12-02 09:29:00,1,303.97,373,1,1,1,Lost
12855,2010-12-02 09:37:00,1,38.1,373,1,1,1,Lost
15752,2011-10-31 11:37:00,7,2637.3800000000024,40,3,4,4,Champions
17855,2010-12-02 09:44:00,1,208.96999999999997,373,1,1,1,Lost
14047,2011-12-01 11:43:00,5,1308.61,9,4,3,3,Champions
17925,2010-12-02 10:10:00,1,244.08,373,1,1,1,Lost
13941,2011-11-18 09:43:00,5,5112.96,22,3,3,4,Champions
17017,2011-12-07 09:32:00,20,8694.26,3,4,4,4,Champions
14135,2011-12-08 11:38:00,15,4690.31,2,4,4,4,Champions
13108,2010-12-02 10:35:00,1,350.05999999999995,373,1,1,2,Lost
15601,2011-11-28 15:15:00,14,6776.559999999997,11,4,4,4,Champions
13418,2011-11-28 10:23:00,18,6127.429999999998,12,4,4,4,Champions
15658,2011-06-02 15:22:00,5,1024.0999999999997,190,1,3,3,At Risk
14388,2011-11-29 13:32:00,8,3212.8400000000015,10,4,4,4,Champions
14901,2011-11-28 17:09:00,9,1421.2900000000004,11,4,4,3,Champions
18041,2011-11-28 11:39:00,21,4183.389999999995,12,4,4,4,Champions
15955,2011-11-15 14:15:00,14,4416.260000000002,24,3,4,4,Champions
15070,2010-12-02 11:23:00,1,106.2,373,1,1,1,Lost
16244,2011-05-12 10:18:00,2,1522.7499999999998,212,1,2,3,Lost
15111,2011-11-10 16:58:00,3,1567.4799999999998,29,3,3,3,Champions
14390,2011-11-29 13:49:00,9,4652.8200000000015,10,4,4,4,Champions
16546,2011-02-22 11:20:00,2,787.15,291,1,2,3,Lost
15260,2011-08-31 13:55:00,7,1810.77,100,2,4,4,Loyal Customers
13305,2011-12-05 15:15:00,10,2000.8599999999992,4,4,4,4,Champions
14491,2011-06-17 15:22:00,2,340.93,175,1,2,2,Lost
14060,2011-12-05 12:29:00,19,6140.419999999998,5,4,4,4,Champions
15923,2010-12-02 12:16:00,1,127.08000000000003,373,1,1,1,Lost
16752,2010-12-02 12:18:00,1,207.5,373,1,1,1,Lost
17287,2011-11-13 13:27:00,7,1064.1100000000001,26,3,4,3,Champions
15363,2010-12-02 12:28:00,1,326.0,373,1,1,2,Lost
12915,2011-07-14 11:34:00,2,363.65,149,1,2,2,Lost
15544,2011-11-30 16:43:00,9,3546.709999999995,9,4,4,4,Champions
15738,2011-11-21 08:26:00,16,4812.419999999996,19,3,4,4,Champions
17381,2011-12-01 11:59:00,29,20275.60999999999,9,4,4,4,Champions
15827,2011-09-27 15:35:00,14,1836.0900000000008,73,2,4,4,Loyal Customers
14180,2011-11-29 10:56:00,25,4748.519999999998,11,4,4,4,Champions
13117,2011-11-18 12:02:00,8,984.9099999999996,22,3,4,3,Champions
16916,2011-11-16 12:08:00,2,576.2600000000003,24,3,2,2,New / Promising
17964,2011-11-08 10:44:00,2,471.6999999999999,32,3,2,2,New / Promising
14466,2011-11-10 14:07:00,7,2272.4000000000015,29,3,4,4,Champions
17235,2011-11-14 15:51:00,2,550.0600000000001,25,3,2,2,New / Promising
16510,2010-12-02 13:39:00,1,248.10000000000002,372,1,1,1,Lost
17802,2011-09-18 14:56:00,3,1285.0399999999997,82,2,3,3,Loyal Customers
15107,2011-02-01 14:46:00,6,319.5,311,1,4,2,At Risk
17976,2010-12-02 13:49:00,1,353.18999999999994,372,1,1,2,Lost
14449,2011-11-21 12:06:00,4,907.0999999999999,19,3,3,3,Champions
16781,2010-12-02 14:26:00,1,311.24999999999994,372,1,1,2,Lost
13491,2011-10-19 08:32:00,10,1215.82,52,2,4,3,Loyal Customers
16186,2011-11-17 12:43:00,12,4006.9400000000032,23,3,4,4,Champions
17685,2011-11-23 11:36:00,7,3191.5299999999993,17,4,4,4,Champions
17581,2011-12-09 12:21:00,25,11045.039999999988,1,4,4,4,Champions
15732,2011-05-11 14:24:00,2,294.11999999999995,212,1,2,1,Lost
13138,2011-11-17 16:51:00,6,962.3900000000001,22,3,4,3,Champions
15823,2010-12-02 15:08:00,1,15.0,372,1,1,1,Lost
17567,2011-12-02 15:48:00,8,4331.48,7,4,4,4,Champions
15061,2011-12-06 12:06:00,48,54534.140000000014,4,4,4,4,Champions
16203,2011-10-12 12:31:00,4,592.9,59,2,3,2,Loyal Customers
15640,2011-12-05 14:35:00,15,12515.659999999982,4,4,4,4,Champions
15574,2011-06-15 12:01:00,4,702.2500000000001,178,1,3,3,At Risk
16770,2011-10-13 12:21:00,5,770.1000000000006,58,2,3,3,Loyal Customers
17838,2011-11-13 11:20:00,5,2779.2999999999997,27,3,3,4,Champions
17228,2011-11-24 10:24:00,8,1906.0900000000015,16,4,4,4,Champions
14829,2011-11-10 16:16:00,4,697.55,29,3,3,3,Champions
17412,2011-12-07 11:36:00,7,1258.0600000000002,3,4,4,3,Champions
14031,2011-12-02 17:13:00,19,17286.859999999997,7,4,4,4,Champions
14775,2011-10-12 15:27:00,3,1011.9,58,2,3,3,Loyal Customers
12971,2011-12-06 12:20:00,86,11189.909999999996,4,4,4,4,Champions
17659,2011-11-22 13:29:00,12,2999.460000000001,17,4,4,4,Champions
15299,2011-10-03 14:19:00,7,4507.01,67,2,4,4,Loyal Customers
15646,2011-07-05 09:53:00,3,447.63999999999993,158,1,3,2,At Risk
13402,2011-08-04 15:51:00,2,621.2300000000002,127,2,2,2,Needs Attention
17757,2011-12-08 15:31:00,30,5605.289999999994,1,4,4,4,Champions
13011,2010-12-02 17:22:00,1,50.550000000000004,372,1,1,1,Lost
13798,2011-12-08 15:51:00,57,37153.84999999998,1,4,4,4,Champions
16754,2010-12-02 17:38:00,1,2002.4,372,1,1,4,Lost
16634,2011-05-01 12:09:00,2,217.9,223,1,2,1,Lost
18239,2011-05-05 12:38:00,5,1561.6099999999997,219,1,3,3,At Risk
14576,2010-12-02 17:51:00,1,35.400000000000006,372,1,1,1,Lost
13145,2011-10-31 12:45:00,4,618.52,40,3,3,2,Loyal Customers
18168,2011-06-16 19:21:00,6,1169.94,176,1,4,3,At Risk
14395,2011-12-07 14:34:00,9,3507.710000000001,2,4,4,4,Champions
14865,2011-12-02 16:25:00,2,52.2,7,4,2,1,New / Promising
15093,2011-11-21 13:09:00,6,4597.019999999998,18,4,4,4,Champions
12738,2010-12-02 18:27:00,1,155.35,372,1,1,1,Lost
16150,2011-10-28 12:39:00,5,2053.019999999999,43,3,3,4,Champions
17552,2011-10-10 17:00:00,4,930.41,60,2,3,3,Loyal Customers
14236,2011-09-20 09:13:00,2,490.86,81,2,2,2,Needs Attention
17961,2011-11-18 16:55:00,39,1296.4400000000012,21,3,4,3,Champions
14573,2011-06-13 11:15:00,9,1653.4200000000017,180,1,4,3,At Risk
17135,2011-11-23 16:48:00,7,1139.7299999999998,16,4,4,3,Champions
17396,2011-10-31 14:12:00,8,7330.800000000001,39,3,4,4,Champions
12967,2010-12-16 19:10:00,2,1660.9,358,1,2,3,Lost
12686,2010-12-03 09:51:00,1,89.14,372,1,1,1,Lost
13370,2010-12-03 10:26:00,1,754.8700000000003,372,1,1,3,Lost
16883,2011-06-05 12:51:00,2,276.72999999999996,187,1,2,1,Lost
13520,2011-10-12 10:20:00,6,3624.349999999999,59,2,4,4,Loyal Customers
12841,2011-12-05 11:13:00,25,4022.3499999999967,5,4,4,4,Champions
16905,2011-12-04 14:01:00,7,3102.4300000000003,5,4,4,4,Champions
12427,2011-11-18 08:56:00,3,825.8000000000002,22,3,3,3,Champions
17967,2010-12-03 11:19:00,1,123.07000000000002,372,1,1,1,Lost
16891,2011-12-08 11:15:00,5,809.7000000000002,2,4,3,3,Champions
14589,2010-12-03 11:42:00,1,39.75,372,1,1,1,Lost
14156,2011-11-30 10:54:00,55,117379.6299999998,10,4,4,4,Champions
14680,2011-11-14 16:59:00,16,28754.11,25,3,4,4,Champions
17884,2011-12-06 11:33:00,4,717.4499999999994,4,4,3,3,Champions
12557,2011-11-23 16:59:00,5,11990.96,16,4,3,4,Champions
14083,2011-12-05 13:14:00,9,1018.4299999999998,4,4,4,3,Champions
13013,2011-12-08 15:01:00,13,4810.9400000000005,1,4,4,4,Champions
14210,2011-08-26 12:36:00,6,1905.8400000000001,106,2,4,4,Loyal Customers
16477,2011-10-07 09:44:00,7,2494.4600000000005,64,2,4,4,Loyal Customers
12600,2011-11-11 10:29:00,10,2599.0400000000004,29,3,4,4,Champions
16013,2011-12-06 10:36:00,47,37130.6,4,4,4,4,Champions
17949,2011-12-08 18:46:00,45,58510.48,1,4,4,4,Champions
12779,2011-11-02 11:43:00,8,3981.360000000003,38,3,4,4,Champions
16926,2010-12-03 13:42:00,1,230.25000000000003,371,1,1,1,Lost
17787,2011-07-10 11:24:00,4,1865.1899999999994,153,1,3,4,At Risk
12682,2011-12-06 10:00:00,31,12288.219999999998,4,4,4,4,Champions
14723,2011-11-29 15:23:00,6,1158.3,10,4,4,3,Champions
17954,2011-12-04 14:15:00,12,2332.7200000000007,5,4,4,4,Champions
17819,2011-09-29 10:52:00,7,3704.869999999999,72,2,4,4,Loyal Customers
12712,2011-11-11 08:19:00,13,4396.129999999999,29,3,4,4,Champions
15373,2011-12-01 15:05:00,12,2415.9100000000003,8,4,4,4,Champions
16140,2011-10-05 12:15:00,2,725.1800000000001,66,2,2,3,Needs Attention
17198,2011-11-16 10:39:00,3,692.2200000000001,24,3,3,3,Champions
17238,2011-12-07 11:35:00,17,3744.65,3,4,4,4,Champions
12793,2011-01-09 12:12:00,2,545.48,335,1,2,2,Lost
15769,2011-12-02 13:52:00,26,56252.72000000001,7,4,4,4,Champions
14396,2011-10-05 16:09:00,2,487.99,65,2,2,2,Needs Attention
14898,2011-11-16 14:54:00,6,1303.5199999999995,23,3,4,3,Champions
12725,2010-12-03 15:45:00,1,427.79999999999995,371,1,1,2,Lost
16725,2011-02-10 16:52:00,7,781.0200000000003,302,1,4,3,At Risk
12395,2011-11-20 15:21:00,12,3018.6299999999987,19,3,4,4,Champions
16455,2011-10-07 12:17:00,7,1841.1800000000005,64,2,4,4,Loyal Customers
13081,2011-11-28 10:54:00,11,28337.38000000005,12,4,4,4,Champions
15545,2011-10-16 13:24:00,2,292.7199999999999,54,2,2,1,Needs Attention
17243,2011-12-08 13:26:00,26,8676.849999999997,1,4,4,4,Champions
15465,2011-11-20 10:11:00,18,7354.62,20,3,4,4,Champions
13089,2011-12-07 09:02:00,97,58825.83000000013,3,4,4,4,Champions
16033,2011-12-04 12:44:00,20,8816.399999999987,6,4,4,4,Champions
13838,2011-12-04 11:00:00,4,691.7299999999999,6,4,3,3,Champions
18055,2011-12-02 14:25:00,10,6784.1900000000005,7,4,4,4,Champions
15038,2011-10-12 11:33:00,6,705.4899999999997,59,2,4,3,Loyal Customers
18109,2011-12-08 11:36:00,26,8052.969999999997,2,4,4,4,Champions
13069,2011-12-09 08:39:00,24,4436.119999999994,1,4,4,4,Champions
16241,2011-11-30 11:08:00,13,2607.8700000000067,10,4,4,4,Champions
14800,2011-10-23 12:46:00,12,4339.739999999999,48,3,4,4,Champions
15708,2011-10-30 10:54:00,7,3364.2399999999984,41,3,4,4,Champions
16839,2011-12-01 09:03:00,34,16594.34999999998,9,4,4,4,Champions
16168,2011-11-29 12:45:00,27,3787.600000000001,11,4,4,4,Champions
16931,2011-12-04 13:15:00,21,4604.2199999999875,5,4,4,4,Champions
16814,2011-11-25 13:27:00,21,6509.100000000003,14,4,4,4,Champions
15351,2011-11-27 12:52:00,7,1960.110000000001,12,4,4,4,Champions
13269,2011-12-08 14:53:00,15,5346.23,1,4,4,4,Champions
14813,2010-12-05 11:57:00,2,155.42999999999998,370,1,2,1,Lost
12567,2011-11-17 11:02:00,10,9401.279999999993,23,3,4,4,Champions
17062,2011-01-30 11:01:00,4,538.37,314,1,3,2,At Risk
15332,2010-12-08 14:43:00,4,1661.06,366,1,3,3,At Risk
14810,2011-10-30 11:19:00,11,2087.879999999999,41,3,4,4,Champions
16353,2011-12-06 12:23:00,23,6675.709999999997,4,4,4,4,Champions
18118,2011-11-29 11:32:00,26,5653.819999999971,11,4,4,4,Champions
13831,2011-11-23 15:41:00,6,2202.99,16,4,4,4,Champions
13506,2011-01-27 13:53:00,2,458.52000000000004,316,1,2,2,Lost
17796,2011-10-30 15:38:00,4,697.9000000000002,40,3,3,3,Champions
15716,2011-07-17 11:59:00,4,1118.8100000000004,146,1,3,3,At Risk
18156,2011-11-27 12:24:00,2,734.94,13,4,2,3,New / Promising
16983,2011-11-27 12:10:00,7,1931.2499999999998,13,4,4,4,Champions
17059,2011-11-10 12:27:00,5,3095.0399999999995,30,3,3,4,Champions
16327,2011-11-25 13:23:00,6,3844.22,14,4,4,4,Champions
17211,2011-11-13 12:03:00,8,2317.220000000001,27,3,4,4,Champions
17026,2011-06-07 14:28:00,2,154.82999999999998,185,1,2,1,Lost
15570,2011-12-02 14:47:00,12,4165.52,7,4,4,4,Champions
15880,2010-12-05 13:00:00,1,343.28,369,1,1,2,Lost
16718,2010-12-05 13:03:00,1,623.7500000000002,369,1,1,2,Lost
15808,2011-02-06 14:33:00,4,3734.970000000001,306,1,3,4,At Risk
17858,2011-12-04 11:56:00,12,5155.659999999998,6,4,4,4,Champions
16393,2011-12-07 12:51:00,13,3046.2100000000014,2,4,4,4,Champions
14527,2011-12-07 12:19:00,55,8508.81999999996,3,4,4,4,Champions
14161,2011-05-08 11:41:00,3,1110.52,216,1,3,3,At Risk
17863,2011-10-11 13:45:00,6,3159.9999999999995,59,2,4,4,Loyal Customers
16411,2011-11-20 13:23:00,2,214.64999999999998,19,3,2,1,New / Promising
16402,2011-03-20 12:25:00,2,299.59999999999997,265,1,2,1,Lost
15023,2011-12-06 17:23:00,11,6802.759999999989,3,4,4,4,Champions
17402,2011-12-05 10:15:00,13,2633.85,5,4,4,4,Champions
15426,2011-11-20 15:36:00,5,1447.39,19,3,3,3,Champions
12647,2011-11-17 12:56:00,12,3722.820000000001,22,3,4,4,Champions
15894,2011-03-31 13:50:00,2,263.54999999999995,253,1,2,1,Lost
15867,2011-12-04 13:32:00,15,3812.6399999999985,5,4,4,4,Champions
12472,2011-11-07 14:01:00,7,6572.110000000003,32,3,4,4,Champions
14506,2011-11-22 13:02:00,5,2012.1700000000012,17,4,3,4,Champions
15555,2011-11-27 16:19:00,16,4805.169999999989,12,4,4,4,Champions
13034,2011-10-16 12:21:00,2,642.77,55,2,2,2,Needs Attention
15889,2011-07-06 11:10:00,2,446.8699999999998,157,1,2,2,Lost
15953,2011-11-24 15:32:00,8,1659.3799999999999,15,4,4,3,Champions
16143,2011-12-06 14:13:00,6,2424.939999999999,3,4,4,4,Champions
12720,2011-12-07 08:03:00,25,5781.730000000001,3,4,4,4,Champions
16422,2011-11-22 14:00:00,51,34684.400000000016,17,4,4,4,Champions
12747,2011-12-07 14:34:00,11,4196.010000000001,2,4,4,4,Champions
15502,2011-11-24 12:48:00,12,10384.93,16,4,4,4,Champions
12763,2011-07-24 14:12:00,2,494.08,138,2,2,2,Needs Attention
14081,2011-02-10 16:17:00,2,934.5200000000001,302,1,2,3,Lost
17965,2011-11-02 09:31:00,14,2622.569999999998,38,3,4,4,Champions
14404,2011-11-06 12:30:00,6,1474.3200000000004,34,3,4,3,Champions
13579,2011-11-25 08:41:00,2,467.03999999999996,15,4,2,2,New / Promising
13174,2011-11-23 14:35:00,3,2817.0300000000007,16,4,3,4,Champions
15987,2011-11-27 15:38:00,7,1451.2800000000004,12,4,4,3,Champions
17677,2011-12-08 09:56:00,30,16363.229999999998,2,4,4,4,Champions
13652,2011-10-25 08:51:00,3,1095.08,46,3,3,3,Champions
17428,2011-12-09 09:45:00,28,17256.850000000002,1,4,4,4,Champions
16858,2010-12-06 09:52:00,1,375.69000000000005,369,1,1,2,Lost
16161,2011-12-08 12:10:00,19,5575.559999999998,2,4,4,4,Champions
18219,2011-12-07 11:43:00,10,2069.7700000000004,3,4,4,4,Champions
14293,2011-12-06 15:17:00,4,1046.5599999999993,3,4,3,3,Champions
14748,2011-11-10 18:33:00,5,1415.7499999999995,29,3,3,3,Champions
16638,2011-11-17 11:09:00,10,1680.7199999999998,23,3,4,4,Champions
17674,2011-09-26 13:35:00,2,551.0400000000001,74,2,2,2,Needs Attention
12808,2011-11-03 10:05:00,3,483.65000000000015,37,3,3,2,Loyal Customers
13094,2011-11-18 14:07:00,12,1927.3200000000002,21,3,4,4,Champions
15899,2010-12-06 10:36:00,1,56.25,369,1,1,1,Lost
12708,2011-11-10 09:52:00,10,2712.9100000000008,30,3,4,4,Champions
15898,2011-12-08 15:23:00,5,1388.8799999999999,1,4,3,3,Champions
14443,2011-10-17 10:10:00,4,1420.2000000000005,54,2,3,3,Loyal Customers
17691,2010-12-16 17:20:00,2,290.40000000000003,358,1,2,1,Lost
17227,2011-11-21 10:51:00,6,939.32,19,3,4,3,Champions
15039,2011-11-30 11:31:00,47,19914.439999999966,10,4,4,4,Champions
15919,2011-11-20 11:28:00,2,639.89,20,3,2,2,New / Promising
13497,2011-03-02 09:04:00,2,348.04999999999995,283,1,2,2,Lost
15860,2011-10-30 11:25:00,8,977.2099999999992,41,3,4,3,Champions
14189,2011-12-07 15:55:00,15,4654.079999999998,2,4,4,4,Champions
15304,2011-10-10 10:23:00,8,694.4000000000002,61,2,4,3,Loyal Customers
14344,2011-08-04 13:51:00,8,889.9300000000002,127,2,4,3,Loyal Customers
16719,2011-11-25 09:27:00,7,1790.4200000000008,15,4,4,4,Champions
15048,2011-10-05 14:55:00,4,384.04999999999984,65,2,3,2,Loyal Customers
15301,2011-10-20 09:57:00,12,5070.3499999999985,51,3,4,4,Champions
14708,2011-12-07 08:21:00,3,1126.37,3,4,3,3,Champions
16898,2011-11-13 15:44:00,3,508.8099999999997,26,3,3,2,Loyal Customers
14825,2011-12-06 11:38:00,12,2226.9099999999985,4,4,4,4,Champions
18113,2010-12-06 12:31:00,1,76.32000000000001,369,1,1,1,Lost
17596,2011-11-16 14:11:00,7,2827.929999999999,23,3,4,4,Champions
15078,2011-12-02 15:41:00,32,9743.110000000022,7,4,4,4,Champions
14085,2011-12-07 13:46:00,18,4448.539999999997,2,4,4,4,Champions
17860,2010-12-06 12:41:00,1,252.79999999999998,369,1,1,1,Lost
13155,2011-11-06 15:41:00,4,971.76,33,3,3,3,Champions
15028,2011-12-01 14:06:00,4,627.13,8,4,3,2,Loyal Customers
16919,2011-07-06 13:35:00,11,2596.4499999999994,156,1,4,4,At Risk
17259,2011-07-14 15:01:00,2,603.3699999999998,148,1,2,2,Lost
17019,2011-11-28 13:06:00,4,1272.6100000000013,11,4,3,3,Champions
16722,2011-11-22 13:28:00,13,4730.81,17,4,4,4,Champions
15882,2011-05-25 11:35:00,4,516.3599999999999,199,1,3,2,At Risk
14667,2011-11-29 11:30:00,25,9241.200000000004,11,4,4,4,Champions
16710,2011-11-20 14:50:00,10,2483.04,19,3,4,4,Champions
15984,2011-12-07 12:16:00,10,2837.6700000000005,3,4,4,4,Champions
14487,2011-11-13 12:17:00,6,1196.3300000000002,27,3,4,3,Champions
17682,2011-11-29 15:59:00,6,2474.3300000000004,10,4,4,4,Champions
16658,2010-12-06 13:47:00,1,123.24,368,1,1,1,Lost
16550,2011-08-23 11:12:00,5,2298.9699999999984,109,2,3,4,Loyal Customers
17068,2011-11-27 13:14:00,21,4552.140000000004,12,4,4,4,Champions
15356,2011-11-08 13:11:00,10,2766.499999999999,31,3,4,4,Champions
17223,2011-02-02 15:57:00,2,426.78999999999985,310,1,2,2,Lost
16817,2011-12-07 11:03:00,9,1604.7500000000005,3,4,4,3,Champions
13030,2011-11-28 14:30:00,2,799.4800000000001,11,4,2,3,New / Promising
17191,2011-11-11 16:58:00,7,2095.1300000000015,28,3,4,4,Champions
15194,2011-12-06 15:10:00,15,7616.529999999996,3,4,4,4,Champions
14409,2011-09-29 18:18:00,6,2059.45,71,2,4,4,Loyal Customers
16654,2011-07-21 15:23:00,4,601.2699999999999,141,2,3,2,Loyal Customers
13495,2011-12-02 11:21:00,5,2044.8699999999997,8,4,3,4,Champions
